,EmployeeNo,Promoted_or_Not
12165,YAK/S/40555,1
12166,YAK/S/40556,1
12167,YAK/S/40561,1
12168,YAK/S/40562,1
12169,YAK/S/40564,1
12170,YAK/S/40570,1
12171,YAK/S/40572,1
12172,YAK/S/40578,1
12173,YAK/S/40579,1
12174,YAK/S/40581,1
12175,YAK/S/40583,1
12176,YAK/S/40584,1
12177,YAK/S/40586,1
12178,YAK/S/40596,1
12179,YAK/S/40599,1
12180,YAK/S/40604,1
12181,YAK/S/40609,1
12182,YAK/S/40611,1
12183,YAK/S/40612,1
12184,YAK/S/40618,1
12185,YAK/S/40620,1
12186,YAK/S/40621,1
12187,YAK/S/40622,1
12188,YAK/S/40628,1
12189,YAK/S/40631,1
12190,YAK/S/40634,1
12191,YAK/S/40638,1
12192,YAK/S/40640,1
12193,YAK/S/40657,1
12194,YAK/S/40658,1
12195,YAK/S/40665,1
12196,YAK/S/40672,1
12197,YAK/S/40673,1
12198,YAK/S/40681,1
12199,YAK/S/40684,1
12200,YAK/S/40685,1
12201,YAK/S/40688,1
12202,YAK/S/40693,1
12203,YAK/S/40695,1
12204,YAK/S/40697,1
12205,YAK/S/40703,1
12206,YAK/S/40704,1
12207,YAK/S/40705,1
12208,YAK/S/40707,1
12209,YAK/S/40710,1
12210,YAK/S/40716,1
12211,YAK/S/40720,1
12212,YAK/S/40722,1
12213,YAK/S/40728,1
12214,YAK/S/40730,1
12215,YAK/S/40738,1
12216,YAK/S/40743,1
12217,YAK/S/40755,1
12218,YAK/S/40760,1
12219,YAK/S/40761,1
12220,YAK/S/40767,1
12221,YAK/S/40770,1
12222,YAK/S/40777,1
12223,YAK/S/40782,1
12224,YAK/S/40785,1
12225,YAK/S/40787,1
12226,YAK/S/40788,1
12227,YAK/S/40792,1
12228,YAK/S/40793,1
12229,YAK/S/40795,1
12230,YAK/S/40797,1
12231,YAK/S/40802,1
12232,YAK/S/40805,1
12233,YAK/S/40806,1
12234,YAK/S/40807,1
12235,YAK/S/40810,1
12236,YAK/S/40816,1
12237,YAK/S/40823,1
12238,YAK/S/40825,1
12239,YAK/S/40832,1
12240,YAK/S/40837,1
12241,YAK/S/40851,1
12242,YAK/S/40852,1
12243,YAK/S/40853,1
12244,YAK/S/40854,1
12245,YAK/S/40855,1
12246,YAK/S/40863,1
12247,YAK/S/40872,1
12248,YAK/S/40874,1
12249,YAK/S/40875,1
12250,YAK/S/40876,1
12251,YAK/S/40877,1
12252,YAK/S/40882,1
12253,YAK/S/40886,1
12254,YAK/S/40890,1
12255,YAK/S/40892,1
12256,YAK/S/40894,1
12257,YAK/S/40896,1
12258,YAK/S/40899,1
12259,YAK/S/40909,1
12260,YAK/S/40910,1
12261,YAK/S/40913,1
12262,YAK/S/40915,1
12263,YAK/S/40917,1
12264,YAK/S/40918,1
12265,YAK/S/40919,1
12266,YAK/S/40924,1
12267,YAK/S/40926,1
12268,YAK/S/40929,1
12269,YAK/S/40932,1
12270,YAK/S/40939,1
12271,YAK/S/40945,1
12272,YAK/S/40948,1
12273,YAK/S/40950,1
12274,YAK/S/40951,1
12275,YAK/S/40973,1
12276,YAK/S/40974,1
12277,YAK/S/40982,1
12278,YAK/S/40983,1
12279,YAK/S/40984,1
12280,YAK/S/40985,1
12281,YAK/S/40995,1
12282,YAK/S/40998,1
12283,YAK/S/40999,1
12284,YAK/S/41003,1
12285,YAK/S/41006,1
12286,YAK/S/41007,1
12287,YAK/S/41009,1
12288,YAK/S/41012,1
12289,YAK/S/41014,1
12290,YAK/S/41025,1
12291,YAK/S/41028,1
12292,YAK/S/41029,1
12293,YAK/S/41037,1
12294,YAK/S/41038,1
12295,YAK/S/41039,1
12296,YAK/S/41046,1
12297,YAK/S/41048,1
12298,YAK/S/41058,1
12299,YAK/S/41060,1
12300,YAK/S/41070,1
12301,YAK/S/41072,1
12302,YAK/S/41074,1
12303,YAK/S/41079,1
12304,YAK/S/41085,1
12305,YAK/S/41086,1
12306,YAK/S/41088,1
12307,YAK/S/41094,1
12308,YAK/S/41103,1
12309,YAK/S/41105,1
12310,YAK/S/41106,1
12311,YAK/S/41114,1
12312,YAK/S/41117,1
12313,YAK/S/41123,1
12314,YAK/S/41125,1
12315,YAK/S/41128,1
12316,YAK/S/41130,1
12317,YAK/S/41136,1
12318,YAK/S/41139,1
12319,YAK/S/41140,1
12320,YAK/S/41141,1
12321,YAK/S/41142,1
12322,YAK/S/41143,1
12323,YAK/S/41148,1
12324,YAK/S/41149,1
12325,YAK/S/41151,1
12326,YAK/S/41155,1
12327,YAK/S/41157,1
12328,YAK/S/41165,1
12329,YAK/S/41171,1
12330,YAK/S/41172,1
12331,YAK/S/41173,1
12332,YAK/S/41178,1
12333,YAK/S/41181,1
12334,YAK/S/41182,1
12335,YAK/S/41183,1
12336,YAK/S/41188,1
12337,YAK/S/41189,1
12338,YAK/S/41192,1
12339,YAK/S/41197,1
12340,YAK/S/41200,1
12341,YAK/S/41203,1
12342,YAK/S/41206,1
12343,YAK/S/41210,1
12344,YAK/S/41211,1
12345,YAK/S/41213,1
12346,YAK/S/41214,1
12347,YAK/S/41218,1
12348,YAK/S/41219,1
12349,YAK/S/41221,1
12350,YAK/S/41226,1
12351,YAK/S/41229,1
12352,YAK/S/41235,1
12353,YAK/S/41237,1
12354,YAK/S/41238,1
12355,YAK/S/41240,1
12356,YAK/S/41242,1
12357,YAK/S/41243,1
12358,YAK/S/41246,1
12359,YAK/S/41254,1
12360,YAK/S/41256,1
12361,YAK/S/41257,1
12362,YAK/S/41261,1
12363,YAK/S/41262,1
12364,YAK/S/41266,1
12365,YAK/S/41276,1
12366,YAK/S/41282,1
12367,YAK/S/41283,1
12368,YAK/S/41286,1
12369,YAK/S/41288,1
12370,YAK/S/41301,1
12371,YAK/S/41305,1
12372,YAK/S/41308,1
12373,YAK/S/41311,1
12374,YAK/S/41316,1
12375,YAK/S/41320,1
12376,YAK/S/41322,1
12377,YAK/S/41323,1
12378,YAK/S/41326,1
12379,YAK/S/41327,1
12380,YAK/S/41336,1
12381,YAK/S/41338,1
12382,YAK/S/41353,1
12383,YAK/S/41356,1
12384,YAK/S/41358,1
12385,YAK/S/41363,1
12386,YAK/S/41365,1
12387,YAK/S/41367,1
12388,YAK/S/41372,1
12389,YAK/S/41375,1
12390,YAK/S/41387,1
12391,YAK/S/41391,1
12392,YAK/S/41407,1
12393,YAK/S/41408,1
12394,YAK/S/41410,1
12395,YAK/S/41419,1
12396,YAK/S/41422,1
12397,YAK/S/41425,1
12398,YAK/S/41427,1
12399,YAK/S/41428,1
12400,YAK/S/41429,1
12401,YAK/S/41437,1
12402,YAK/S/41438,1
12403,YAK/S/41441,1
12404,YAK/S/41457,1
12405,YAK/S/41462,1
12406,YAK/S/41467,1
12407,YAK/S/41470,1
12408,YAK/S/41480,1
12409,YAK/S/41485,1
12410,YAK/S/41489,1
12411,YAK/S/41497,1
12412,YAK/S/41499,1
12413,YAK/S/41503,1
12414,YAK/S/41507,1
12415,YAK/S/41512,1
12416,YAK/S/41514,1
12417,YAK/S/41516,1
12418,YAK/S/41524,1
12419,YAK/S/41536,1
12420,YAK/S/41541,1
12421,YAK/S/41542,1
12422,YAK/S/41557,1
12423,YAK/S/41560,1
12424,YAK/S/41566,1
12425,YAK/S/41567,1
12426,YAK/S/41568,1
12427,YAK/S/41573,1
12428,YAK/S/41576,1
12429,YAK/S/41577,1
12430,YAK/S/41580,1
12431,YAK/S/41581,1
12432,YAK/S/41583,1
12433,YAK/S/41586,1
12434,YAK/S/41593,1
12435,YAK/S/41595,1
12436,YAK/S/41603,1
12437,YAK/S/41610,1
12438,YAK/S/41611,1
12439,YAK/S/41612,1
12440,YAK/S/41616,1
12441,YAK/S/41619,1
12442,YAK/S/41620,1
12443,YAK/S/41624,1
12444,YAK/S/41625,1
12445,YAK/S/41626,1
12446,YAK/S/41629,1
12447,YAK/S/41631,1
12448,YAK/S/41634,1
12449,YAK/S/41640,1
12450,YAK/S/41641,1
12451,YAK/S/41643,1
12452,YAK/S/41646,1
12453,YAK/S/41647,1
12454,YAK/S/41650,1
12455,YAK/S/41658,1
12456,YAK/S/41659,1
12457,YAK/S/41663,1
12458,YAK/S/41667,1
12459,YAK/S/41668,1
12460,YAK/S/41669,1
12461,YAK/S/41670,1
12462,YAK/S/41671,1
12463,YAK/S/41675,1
12464,YAK/S/41682,1
12465,YAK/S/41683,1
12466,YAK/S/41691,1
12467,YAK/S/41692,1
12468,YAK/S/41699,1
12469,YAK/S/41706,1
12470,YAK/S/41709,1
12471,YAK/S/41712,1
12472,YAK/S/41717,1
12473,YAK/S/41720,1
12474,YAK/S/41725,1
12475,YAK/S/41726,1
12476,YAK/S/41732,1
12477,YAK/S/41740,1
12478,YAK/S/41741,1
12479,YAK/S/41743,1
12480,YAK/S/41744,1
12481,YAK/S/41746,1
12482,YAK/S/41752,1
12483,YAK/S/41757,1
12484,YAK/S/41760,1
12485,YAK/S/41761,1
12486,YAK/S/41764,1
12487,YAK/S/41767,1
12488,YAK/S/41768,1
12489,YAK/S/41770,1
12490,YAK/S/41771,1
12491,YAK/S/41772,1
12492,YAK/S/41780,1
12493,YAK/S/41784,1
12494,YAK/S/41791,1
12495,YAK/S/41792,1
12496,YAK/S/41794,1
12497,YAK/S/41795,1
12498,YAK/S/41799,1
12499,YAK/S/41801,1
12500,YAK/S/41805,1
12501,YAK/S/41806,1
12502,YAK/S/41807,1
12503,YAK/S/41809,1
12504,YAK/S/41810,1
12505,YAK/S/41811,1
12506,YAK/S/41812,1
12507,YAK/S/41813,1
12508,YAK/S/41814,1
12509,YAK/S/41815,1
12510,YAK/S/41817,1
12511,YAK/S/41820,1
12512,YAK/S/41825,1
12513,YAK/S/41826,1
12514,YAK/S/41829,1
12515,YAK/S/41832,1
12516,YAK/S/41836,1
12517,YAK/S/41837,1
12518,YAK/S/41839,1
12519,YAK/S/41840,1
12520,YAK/S/41841,1
12521,YAK/S/41843,1
12522,YAK/S/41853,1
12523,YAK/S/41854,1
12524,YAK/S/41857,1
12525,YAK/S/41859,1
12526,YAK/S/41862,1
12527,YAK/S/41863,1
12528,YAK/S/41864,1
12529,YAK/S/41867,1
12530,YAK/S/41875,1
12531,YAK/S/41878,1
12532,YAK/S/41879,1
12533,YAK/S/41886,1
12534,YAK/S/41887,1
12535,YAK/S/41888,1
12536,YAK/S/41893,1
12537,YAK/S/41895,1
12538,YAK/S/41897,1
12539,YAK/S/41905,1
12540,YAK/S/41909,1
12541,YAK/S/41915,1
12542,YAK/S/41921,1
12543,YAK/S/41925,1
12544,YAK/S/41928,1
12545,YAK/S/41929,1
12546,YAK/S/41932,1
12547,YAK/S/41941,1
12548,YAK/S/41946,1
12549,YAK/S/41947,1
12550,YAK/S/41952,1
12551,YAK/S/41958,1
12552,YAK/S/41963,1
12553,YAK/S/41964,1
12554,YAK/S/41965,1
12555,YAK/S/41968,1
12556,YAK/S/41969,1
12557,YAK/S/41973,1
12558,YAK/S/41974,1
12559,YAK/S/41975,1
12560,YAK/S/41979,1
12561,YAK/S/41980,1
12562,YAK/S/41984,1
12563,YAK/S/41992,1
12564,YAK/S/41993,1
12565,YAK/S/41994,1
12566,YAK/S/41998,1
12567,YAK/S/42003,1
12568,YAK/S/42007,1
12569,YAK/S/42009,1
12570,YAK/S/42017,1
12571,YAK/S/42026,1
12572,YAK/S/42032,1
12573,YAK/S/42040,1
12574,YAK/S/42044,1
12575,YAK/S/42047,1
12576,YAK/S/42050,1
12577,YAK/S/42052,1
12578,YAK/S/42055,1
12579,YAK/S/42056,1
12580,YAK/S/42057,1
12581,YAK/S/42066,1
12582,YAK/S/42067,1
12583,YAK/S/42071,1
12584,YAK/S/42074,1
12585,YAK/S/42078,1
12586,YAK/S/42083,1
12587,YAK/S/42085,1
12588,YAK/S/42088,1
12589,YAK/S/42096,1
12590,YAK/S/42098,1
12591,YAK/S/42102,1
12592,YAK/S/42106,1
12593,YAK/S/42107,1
12594,YAK/S/42114,1
12595,YAK/S/42123,1
12596,YAK/S/42124,1
12597,YAK/S/42125,1
12598,YAK/S/42130,1
12599,YAK/S/42131,1
12600,YAK/S/42135,1
12601,YAK/S/42144,1
12602,YAK/S/42147,1
12603,YAK/S/42149,1
12604,YAK/S/42154,1
12605,YAK/S/42165,1
12606,YAK/S/42170,1
12607,YAK/S/42172,1
12608,YAK/S/42174,1
12609,YAK/S/42184,1
12610,YAK/S/42186,1
12611,YAK/S/42188,1
12612,YAK/S/42189,1
12613,YAK/S/42193,1
12614,YAK/S/42200,1
12615,YAK/S/42206,1
12616,YAK/S/42207,1
12617,YAK/S/42212,1
12618,YAK/S/42218,1
12619,YAK/S/42219,1
12620,YAK/S/42221,1
12621,YAK/S/42227,1
12622,YAK/S/42228,1
12623,YAK/S/42232,1
12624,YAK/S/42235,1
12625,YAK/S/42239,1
12626,YAK/S/42240,1
12627,YAK/S/42242,1
12628,YAK/S/42245,1
12629,YAK/S/42247,1
12630,YAK/S/42248,1
12631,YAK/S/42250,1
12632,YAK/S/42253,1
12633,YAK/S/42266,1
12634,YAK/S/42268,1
12635,YAK/S/42269,1
12636,YAK/S/42270,1
12637,YAK/S/42271,1
12638,YAK/S/42272,1
12639,YAK/S/42274,1
12640,YAK/S/42276,1
12641,YAK/S/42277,1
12642,YAK/S/42278,1
12643,YAK/S/42281,1
12644,YAK/S/42285,1
12645,YAK/S/42286,1
12646,YAK/S/42289,1
12647,YAK/S/42291,1
12648,YAK/S/42294,1
12649,YAK/S/42299,1
12650,YAK/S/42300,1
12651,YAK/S/42301,1
12652,YAK/S/42308,1
12653,YAK/S/42310,1
12654,YAK/S/42312,1
12655,YAK/S/42316,1
12656,YAK/S/42320,1
12657,YAK/S/42325,1
12658,YAK/S/42333,1
12659,YAK/S/42334,1
12660,YAK/S/42337,1
12661,YAK/S/42339,1
12662,YAK/S/42341,1
12663,YAK/S/42342,1
12664,YAK/S/42344,1
12665,YAK/S/42346,1
12666,YAK/S/42351,1
12667,YAK/S/42352,1
12668,YAK/S/42354,1
12669,YAK/S/42359,1
12670,YAK/S/42368,1
12671,YAK/S/42369,1
12672,YAK/S/42371,1
12673,YAK/S/42374,1
12674,YAK/S/42375,1
12675,YAK/S/42382,1
12676,YAK/S/42383,1
12677,YAK/S/42385,1
12678,YAK/S/42397,1
12679,YAK/S/42399,1
12680,YAK/S/42401,1
12681,YAK/S/42402,1
12682,YAK/S/42403,1
12683,YAK/S/42406,1
12684,YAK/S/42412,1
12685,YAK/S/42417,1
12686,YAK/S/42428,1
12687,YAK/S/42430,1
12688,YAK/S/42432,1
12689,YAK/S/42434,1
12690,YAK/S/42437,1
12691,YAK/S/42438,1
12692,YAK/S/42440,1
12693,YAK/S/42443,1
12694,YAK/S/42444,1
12695,YAK/S/42445,1
12696,YAK/S/42446,1
12697,YAK/S/42453,1
12698,YAK/S/42455,1
12699,YAK/S/42458,1
12700,YAK/S/42460,1
12701,YAK/S/42462,1
12702,YAK/S/42465,1
12703,YAK/S/42466,1
12704,YAK/S/42467,1
12705,YAK/S/42470,1
12706,YAK/S/42471,1
12707,YAK/S/42472,1
12708,YAK/S/42474,1
12709,YAK/S/42475,1
12710,YAK/S/42477,1
12711,YAK/S/42478,1
12712,YAK/S/42482,1
12713,YAK/S/42489,1
12714,YAK/S/42492,1
12715,YAK/S/42496,1
12716,YAK/S/42497,1
12717,YAK/S/42500,1
12718,YAK/S/42501,1
12719,YAK/S/42502,1
12720,YAK/S/42504,1
12721,YAK/S/42505,1
12722,YAK/S/42509,1
12723,YAK/S/42510,1
12724,YAK/S/42511,1
12725,YAK/S/42516,1
12726,YAK/S/42519,1
12727,YAK/S/42523,1
12728,YAK/S/42524,1
12729,YAK/S/42525,1
12730,YAK/S/42527,1
12731,YAK/S/42530,1
12732,YAK/S/42531,1
12733,YAK/S/42533,1
12734,YAK/S/42538,1
12735,YAK/S/42539,1
12736,YAK/S/42543,1
12737,YAK/S/42549,1
12738,YAK/S/42550,1
12739,YAK/S/42552,1
12740,YAK/S/42554,1
12741,YAK/S/42560,1
12742,YAK/S/42561,1
12743,YAK/S/42564,1
12744,YAK/S/42566,1
12745,YAK/S/42567,1
12746,YAK/S/42568,1
12747,YAK/S/42576,1
12748,YAK/S/42579,1
12749,YAK/S/42581,1
12750,YAK/S/42583,1
12751,YAK/S/42584,1
12752,YAK/S/42585,1
12753,YAK/S/42586,1
12754,YAK/S/42588,1
12755,YAK/S/42589,1
12756,YAK/S/42590,1
12757,YAK/S/42591,1
12758,YAK/S/42601,1
12759,YAK/S/42605,1
12760,YAK/S/42610,1
12761,YAK/S/42616,1
12762,YAK/S/42617,1
12763,YAK/S/42622,1
12764,YAK/S/42624,1
12765,YAK/S/42627,1
12766,YAK/S/42629,1
12767,YAK/S/42633,1
12768,YAK/S/42638,1
12769,YAK/S/42639,1
12770,YAK/S/42641,1
12771,YAK/S/42642,1
12772,YAK/S/42643,1
12773,YAK/S/42645,1
12774,YAK/S/42646,1
12775,YAK/S/42648,1
12776,YAK/S/42651,1
12777,YAK/S/42652,1
12778,YAK/S/42653,1
12779,YAK/S/42669,1
12780,YAK/S/42677,1
12781,YAK/S/42678,1
12782,YAK/S/42681,1
12783,YAK/S/42682,1
12784,YAK/S/42684,1
12785,YAK/S/42687,1
12786,YAK/S/42689,1
12787,YAK/S/42690,1
12788,YAK/S/42691,1
12789,YAK/S/42693,1
12790,YAK/S/42694,1
12791,YAK/S/42695,1
12792,YAK/S/42698,1
12793,YAK/S/42699,1
12794,YAK/S/42700,1
12795,YAK/S/42701,1
12796,YAK/S/42702,1
12797,YAK/S/42705,1
12798,YAK/S/42708,1
12799,YAK/S/42709,1
12800,YAK/S/42711,1
12801,YAK/S/42715,1
12802,YAK/S/42717,1
12803,YAK/S/42719,1
12804,YAK/S/42720,1
12805,YAK/S/42726,1
12806,YAK/S/42727,1
12807,YAK/S/42728,1
12808,YAK/S/42730,1
12809,YAK/S/42731,1
12810,YAK/S/42733,1
12811,YAK/S/42736,1
12812,YAK/S/42740,1
12813,YAK/S/42742,1
12814,YAK/S/42747,1
12815,YAK/S/42751,1
12816,YAK/S/42752,1
12817,YAK/S/42753,1
12818,YAK/S/42761,1
12819,YAK/S/42762,1
12820,YAK/S/42767,1
12821,YAK/S/42768,1
12822,YAK/S/42772,1
12823,YAK/S/42786,1
12824,YAK/S/42787,1
12825,YAK/S/42788,1
12826,YAK/S/42792,1
12827,YAK/S/42795,1
12828,YAK/S/42796,1
12829,YAK/S/42800,1
12830,YAK/S/42804,1
12831,YAK/S/42805,1
12832,YAK/S/42806,1
12833,YAK/S/42811,1
12834,YAK/S/42815,1
12835,YAK/S/42822,1
12836,YAK/S/42831,1
12837,YAK/S/42832,1
12838,YAK/S/42835,1
12839,YAK/S/42839,1
12840,YAK/S/42841,1
12841,YAK/S/42849,1
12842,YAK/S/42850,1
12843,YAK/S/42851,1
12844,YAK/S/42856,1
12845,YAK/S/42860,1
12846,YAK/S/42863,1
12847,YAK/S/42867,1
12848,YAK/S/42870,1
12849,YAK/S/42871,1
12850,YAK/S/42873,1
12851,YAK/S/42874,1
12852,YAK/S/42877,1
12853,YAK/S/42878,1
12854,YAK/S/42879,1
12855,YAK/S/42883,1
12856,YAK/S/42884,1
12857,YAK/S/42897,1
12858,YAK/S/42899,1
12859,YAK/S/42903,1
12860,YAK/S/42906,1
12861,YAK/S/42909,1
12862,YAK/S/42912,1
12863,YAK/S/42913,1
12864,YAK/S/42914,1
12865,YAK/S/42915,1
12866,YAK/S/42916,1
12867,YAK/S/42917,1
12868,YAK/S/42925,1
12869,YAK/S/42928,1
12870,YAK/S/42929,1
12871,YAK/S/42931,1
12872,YAK/S/42935,1
12873,YAK/S/42937,1
12874,YAK/S/42939,1
12875,YAK/S/42940,1
12876,YAK/S/42943,1
12877,YAK/S/42945,1
12878,YAK/S/42955,1
12879,YAK/S/42958,1
12880,YAK/S/42960,1
12881,YAK/S/42961,1
12882,YAK/S/42963,1
12883,YAK/S/42967,1
12884,YAK/S/42968,1
12885,YAK/S/42976,1
12886,YAK/S/42988,1
12887,YAK/S/42989,1
12888,YAK/S/42994,1
12889,YAK/S/42996,1
12890,YAK/S/42998,1
12891,YAK/S/43002,1
12892,YAK/S/43003,1
12893,YAK/S/43005,1
12894,YAK/S/43008,1
12895,YAK/S/43011,1
12896,YAK/S/43019,1
12897,YAK/S/43023,1
12898,YAK/S/43029,1
12899,YAK/S/43040,1
12900,YAK/S/43048,1
12901,YAK/S/43051,1
12902,YAK/S/43052,1
12903,YAK/S/43055,1
12904,YAK/S/43060,1
12905,YAK/S/43067,1
12906,YAK/S/43071,1
12907,YAK/S/43075,1
12908,YAK/S/43079,1
12909,YAK/S/43084,1
12910,YAK/S/43088,1
12911,YAK/S/43089,1
12912,YAK/S/43096,1
12913,YAK/S/43099,1
12914,YAK/S/43101,1
12915,YAK/S/43103,1
12916,YAK/S/43104,1
12917,YAK/S/43106,1
12918,YAK/S/43108,1
12919,YAK/S/43109,1
12920,YAK/S/43113,1
12921,YAK/S/43115,1
12922,YAK/S/43118,1
12923,YAK/S/43119,1
12924,YAK/S/43125,1
12925,YAK/S/43128,1
12926,YAK/S/43131,1
12927,YAK/S/43140,1
12928,YAK/S/43142,1
12929,YAK/S/43143,1
12930,YAK/S/43149,1
12931,YAK/S/43150,1
12932,YAK/S/43155,1
12933,YAK/S/43157,1
12934,YAK/S/43160,1
12935,YAK/S/43170,1
12936,YAK/S/43173,1
12937,YAK/S/43175,1
12938,YAK/S/43178,1
12939,YAK/S/43179,1
12940,YAK/S/43183,1
12941,YAK/S/43185,1
12942,YAK/S/43186,1
12943,YAK/S/43192,1
12944,YAK/S/43193,1
12945,YAK/S/43194,1
12946,YAK/S/43195,1
12947,YAK/S/43200,1
12948,YAK/S/43202,1
12949,YAK/S/43205,1
12950,YAK/S/43210,1
12951,YAK/S/43213,1
12952,YAK/S/43215,1
12953,YAK/S/43217,1
12954,YAK/S/43219,1
12955,YAK/S/43220,1
12956,YAK/S/43223,1
12957,YAK/S/43224,1
12958,YAK/S/43227,1
12959,YAK/S/43229,1
12960,YAK/S/43234,1
12961,YAK/S/43236,1
12962,YAK/S/43240,1
12963,YAK/S/43241,1
12964,YAK/S/43242,1
12965,YAK/S/43243,1
12966,YAK/S/43246,1
12967,YAK/S/43247,1
12968,YAK/S/43249,1
12969,YAK/S/43251,1
12970,YAK/S/43255,1
12971,YAK/S/43257,1
12972,YAK/S/43258,1
12973,YAK/S/43259,1
12974,YAK/S/43263,1
12975,YAK/S/43264,1
12976,YAK/S/43266,1
12977,YAK/S/43270,1
12978,YAK/S/43272,1
12979,YAK/S/43278,1
12980,YAK/S/43279,1
12981,YAK/S/43285,1
12982,YAK/S/43292,1
12983,YAK/S/43294,1
12984,YAK/S/43297,1
12985,YAK/S/43298,1
12986,YAK/S/43300,1
12987,YAK/S/43313,1
12988,YAK/S/43320,1
12989,YAK/S/43323,1
12990,YAK/S/43327,1
12991,YAK/S/43328,1
12992,YAK/S/43332,1
12993,YAK/S/43334,1
12994,YAK/S/43337,1
12995,YAK/S/43347,1
12996,YAK/S/43352,1
12997,YAK/S/43353,1
12998,YAK/S/43359,1
12999,YAK/S/43360,1
13000,YAK/S/43362,1
13001,YAK/S/43365,1
13002,YAK/S/43373,1
13003,YAK/S/43376,1
13004,YAK/S/43378,1
13005,YAK/S/43379,1
13006,YAK/S/43380,1
13007,YAK/S/43382,1
13008,YAK/S/43384,1
13009,YAK/S/43387,1
13010,YAK/S/43389,1
13011,YAK/S/43390,1
13012,YAK/S/43391,1
13013,YAK/S/43398,1
13014,YAK/S/43402,1
13015,YAK/S/43404,1
13016,YAK/S/43408,1
13017,YAK/S/43409,1
13018,YAK/S/43412,1
13019,YAK/S/43413,1
13020,YAK/S/43414,1
13021,YAK/S/43415,1
13022,YAK/S/43417,1
13023,YAK/S/43419,1
13024,YAK/S/43423,1
13025,YAK/S/43424,1
13026,YAK/S/43426,1
13027,YAK/S/43429,1
13028,YAK/S/43433,1
13029,YAK/S/43435,1
13030,YAK/S/43436,1
13031,YAK/S/43440,1
13032,YAK/S/43443,1
13033,YAK/S/43448,1
13034,YAK/S/43449,1
13035,YAK/S/43454,1
13036,YAK/S/43455,1
13037,YAK/S/43457,1
13038,YAK/S/43458,1
13039,YAK/S/43464,1
13040,YAK/S/43469,1
13041,YAK/S/43473,1
13042,YAK/S/43476,1
13043,YAK/S/43482,1
13044,YAK/S/43483,1
13045,YAK/S/43485,1
13046,YAK/S/43488,1
13047,YAK/S/43489,1
13048,YAK/S/43498,1
13049,YAK/S/43500,1
13050,YAK/S/43501,1
13051,YAK/S/43504,1
13052,YAK/S/43507,1
13053,YAK/S/43510,1
13054,YAK/S/43514,1
13055,YAK/S/43523,1
13056,YAK/S/43524,1
13057,YAK/S/43526,1
13058,YAK/S/43527,1
13059,YAK/S/43528,1
13060,YAK/S/43535,1
13061,YAK/S/43536,1
13062,YAK/S/43542,1
13063,YAK/S/43555,1
13064,YAK/S/43557,1
13065,YAK/S/43563,1
13066,YAK/S/43567,1
13067,YAK/S/43573,1
13068,YAK/S/43574,1
13069,YAK/S/43584,1
13070,YAK/S/43594,1
13071,YAK/S/43596,1
13072,YAK/S/43602,1
13073,YAK/S/43608,1
13074,YAK/S/43611,1
13075,YAK/S/43615,1
13076,YAK/S/43617,1
13077,YAK/S/43621,1
13078,YAK/S/43622,1
13079,YAK/S/43626,1
13080,YAK/S/43628,1
13081,YAK/S/43631,1
13082,YAK/S/43633,1
13083,YAK/S/43634,1
13084,YAK/S/43641,1
13085,YAK/S/43646,1
13086,YAK/S/43650,1
13087,YAK/S/43651,1
13088,YAK/S/43652,1
13089,YAK/S/43656,1
13090,YAK/S/43659,1
13091,YAK/S/43660,1
13092,YAK/S/43666,1
13093,YAK/S/43668,1
13094,YAK/S/43670,1
13095,YAK/S/43673,1
13096,YAK/S/43682,1
13097,YAK/S/43687,1
13098,YAK/S/43700,1
13099,YAK/S/43702,1
13100,YAK/S/43704,1
13101,YAK/S/43707,1
13102,YAK/S/43709,1
13103,YAK/S/43716,1
13104,YAK/S/43719,1
13105,YAK/S/43724,1
13106,YAK/S/43725,1
13107,YAK/S/43729,1
13108,YAK/S/43732,1
13109,YAK/S/43747,1
13110,YAK/S/43748,1
13111,YAK/S/43754,1
13112,YAK/S/43757,1
13113,YAK/S/43761,1
13114,YAK/S/43762,1
13115,YAK/S/43763,1
13116,YAK/S/43764,1
13117,YAK/S/43776,1
13118,YAK/S/43782,1
13119,YAK/S/43783,1
13120,YAK/S/43787,1
13121,YAK/S/43789,1
13122,YAK/S/43791,1
13123,YAK/S/43794,1
13124,YAK/S/43795,1
13125,YAK/S/43800,1
13126,YAK/S/43803,1
13127,YAK/S/43805,1
13128,YAK/S/43806,1
13129,YAK/S/43807,1
13130,YAK/S/43811,1
13131,YAK/S/43812,1
13132,YAK/S/43813,1
13133,YAK/S/43814,1
13134,YAK/S/43817,1
13135,YAK/S/43823,1
13136,YAK/S/43830,1
13137,YAK/S/43832,1
13138,YAK/S/43835,1
13139,YAK/S/43836,1
13140,YAK/S/43840,1
13141,YAK/S/43844,1
13142,YAK/S/43848,1
13143,YAK/S/43850,1
13144,YAK/S/43851,1
13145,YAK/S/43853,1
13146,YAK/S/43854,1
13147,YAK/S/43857,1
13148,YAK/S/43858,1
13149,YAK/S/43859,1
13150,YAK/S/43863,1
13151,YAK/S/43864,1
13152,YAK/S/43868,1
13153,YAK/S/43870,1
13154,YAK/S/43872,1
13155,YAK/S/43874,1
13156,YAK/S/43880,1
13157,YAK/S/43886,1
13158,YAK/S/43888,1
13159,YAK/S/43896,1
13160,YAK/S/43898,1
13161,YAK/S/43902,1
13162,YAK/S/43904,1
